	song	spectral_centroid_mean	spectral_centroid_var	spectral_bandwidth_mean	spectral_bandwidth_var	spectral_contrast_mean	spectral_contrast_var	spectral_flatness__mean	spectral_flatness__var	spectral_rolloff__mean	spectral_rolloff__var	poly_features_mean	poly_features_var	tonnetz_mean	tonnetz_var	zero_crossing_rate_mean	zero_crossing_rate_var	chroma_stft_mean	chroma_stft_var	chroma_cens_mean	chroma_cens_var	harmonic_mean	rms_mean	rms_var	tempogram_mean	tempogram_var	percussive_mean	target	mfcc1_mean	mfcc1_var	mfcc2_mean	mfcc2_var	mfcc3_mean	mfcc3_var	mfcc4_mean	mfcc4_var	mfcc5_mean	mfcc5_var	mfcc6_mean	mfcc6_var	mfcc7_mean	mfcc7_var	mfcc8_mean	mfcc8_var	mfcc9_mean	mfcc9_var	mfcc10_mean	mfcc10_var	mfcc11_mean	mfcc11_var	mfcc12_mean	mfcc12_var	mfcc13_mean	mfcc13_var	mfcc14_mean	mfcc14_var	mfcc15_mean	mfcc15_var	mfcc16_mean	mfcc16_var	mfcc17_mean	mfcc17_var	mfcc18_mean	mfcc18_var	mfcc19_mean	mfcc19_var	mfcc20_mean	mfcc20_var
10	hiphop.00029.wav	3127.266400575875	930910.136515388	2853.664796591134	105661.35646220348	17.084771170518888	19.406838369116745	0.055138703	0.0041162237	6389.138429974198	2269153.746747528	1.829376346549983	4.665993947488031	-0.0068657531532893	0.0087080267337943	0.115332927178899	0.0060415134363576	0.43942475	0.092909336	0.25176135	0.019949555	0.17265989	0.16663784	0.0030662226	0.144887961724384	0.0318425758398268	0.18370293	2	-72.31159	2670.3875	57.15118	1064.9086	5.8386006	562.0203	25.909645	242.77892	6.706988	122.65895	11.402707	133.4712	5.0632772	113.00021	10.026864	115.24536	0.94820935	75.9612	8.561545	79.62944	-1.6964636	49.78923	6.0592165	54.03028	0.21398933	56.284737	5.043593	42.835682	-1.9047037	42.6134	6.2093773	50.614376	0.21893933	53.04317	4.175263	53.888664	0.2955492	47.282333	5.907637	50.73618
11	hiphop.00056.wav	2355.838782669349	355122.1187060144	2497.058510633736	112729.63273334988	17.950546039681626	26.24585600205859	0.019679906	0.00046938832	5177.219867042489	1258353.5725080555	1.763299228308831	4.083965823341145	-0.0110906354569284	0.0055612355498394	0.0701455856051817	0.0011052806722996	0.491607	0.08681843	0.26772422	0.011657078	0.076814346	0.16656049	0.0017484442	0.119480784265347	0.0230393383883279	0.13148394	2	-101.071526	2874.4292	72.41138	441.43832	-2.371432	494.24738	46.02547	221.64914	5.5287857	152.87534	24.215315	84.58179	3.5469203	84.008026	14.532065	68.52307	5.650925	84.14807	13.522768	95.38369	4.9679728	53.802288	9.9139805	54.088566	2.9338572	50.709137	-3.011142	68.7772	-1.2484565	44.270786	2.3096154	34.584507	-2.8161366	28.785595	1.7621337	43.3631	0.8564974	35.376266	-4.3606477	49.042095
12	hiphop.00084.wav	2044.214176685774	589248.0363691789	1933.5991084647	140134.448011301	19.18926501950221	71.74704141700414	0.008696485	0.0001582702	4074.271883156903	1881159.2488147805	0.7188733789544878	0.8883544076428445	-0.0019436012976817	0.0004777502719039	0.1051096197070765	0.0050044678462728	0.5132846	0.08334908	0.23676461	0.027275855	0.013562496	0.065865405	0.002007073	0.1497143467135235	0.0324155867190294	0.023311436	2	-214.28505	4217.7	100.340324	1639.2614	-33.472843	632.69574	47.243874	563.3801	-8.946487	377.08005	12.98562	345.16306	-17.303013	230.96507	11.073051	176.94118	-11.712202	169.41487	8.803368	123.47769	-7.8350797	100.29469	6.2592897	86.84791	-0.110056855	98.88919	4.890833	67.5631	1.1956737	62.62141	3.7816808	49.19666	1.4663908	56.640263	3.4812346	47.65106	0.64959365	44.59618	4.1376963	42.857204
13	hiphop.00065.wav	2447.0172002335544	1917074.6807261305	2779.59821427633	280950.69428409165	17.5451714759187	28.45199091762504	0.03972788	0.0052446695	5314.679309110354	6582867.862732735	1.912609705180996	8.631175031224423	-0.0033210970922442	0.0064556498787986	0.0885514851604795	0.0090835062141272	0.41758767	0.10103501	0.26904675	0.010947193	-0.5031491	0.20691244	0.018761773	0.1114801965854771	0.0210888677085232	-0.5590965	2	-140.10194	8676.2	77.09097	2138.4656	42.042377	682.3967	31.247862	391.93454	12.197926	300.1003	10.2141695	212.23051	3.738435	134.14893	8.296796	104.884834	-1.5552227	109.498116	-1.76049	122.68912	3.6245475	78.418335	4.591823	66.59501	-2.5488024	96.31033	1.8554649	51.731956	-2.7649348	43.70273	-3.618874	57.93089	-2.6323535	47.391056	-1.5260717	38.72801	-2.652154	36.843792	-5.081056	33.97178
14	hiphop.00070.wav	2500.4618219868667	1243129.0863782235	3049.210283202742	321021.6910367287	18.07584996841835	32.468567920116115	0.02572104	0.002099215	6026.957033515806	6245081.896400167	2.593289169266656	9.406770011567662	-0.0125278915414488	0.0085168438800048	0.0692237800899071	0.0030669964622146	0.43091887	0.08914119	0.25109875	0.020282747	0.28152943	0.27877173	0.005571338	0.1197624629263731	0.0241782323951906	0.33401367	2	-81.72639	4956.1094	82.33733	1051.0537	53.536568	748.99164	25.525997	276.42252	15.728674	213.4995	19.205505	88.35615	8.432266	77.85416	6.390246	63.45066	0.20682313	78.89646	0.13791871	59.55185	1.2020646	45.724968	1.532111	37.305824	-0.73049814	38.264816	1.3523006	35.706326	-0.38841525	37.909946	-3.1212656	24.566757	-0.49184772	24.121727	-0.7469335	23.116385	-3.7749355	26.733562	-2.5100982	23.330105
15	hiphop.00089.wav	2669.947535799815	338143.237158634	2396.5034787087584	70809.63379813146	20.769215414761348	96.01879703309888	0.016493322	0.00034172033	5526.430800010876	936023.7989859164	1.5120892748908012	2.9726144977480176	0.0034147044948675	0.0030660960810698	0.1175723094305877	0.0034530931608087	0.49841172	0.08707901	0.26144972	0.014977367	-0.1468736	0.12068817	0.0019544947	0.1660294649944841	0.0386119790659657	-0.23435493	2	-103.14578	1708.1514	74.09631	396.6913	-22.450449	313.74295	51.598633	135.35207	-7.0803447	142.19444	32.669758	71.77595	-14.982949	67.721115	19.638306	63.329514	-7.0651374	60.444244	22.265232	45.171898	-7.3165903	59.750748	17.61653	45.284737	-0.035863396	65.006386	14.716657	41.596424	-4.2357807	42.905373	10.654611	40.500587	-6.327601	52.94226	1.040412	47.06079	-1.8256199	51.698654	5.5567803	66.81835
16	hiphop.00064.wav	2429.756797137066	664046.4699702174	2575.167652583172	135653.91066370838	18.40144089661769	32.59349827226853	0.027113682	0.0017150029	5273.794534422129	1747924.6268680491	2.4335454383477133	9.440983772424897	0.0084507521524531	0.0031232588010258	0.079791878141918	0.0036108428594698	0.40821314	0.10244728	0.27322876	0.008679382	0.19076398	0.23593709	0.0141581725	0.1454331351776518	0.0303984035711245	0.1514309	2	-82.389885	3905.2722	69.9665	692.4316	10.699051	599.76166	48.823395	348.12308	4.6501894	310.6557	13.297806	220.99284	-1.7968223	158.64368	5.130041	144.31642	-1.0847992	133.7554	-2.7969444	100.27418	-2.5503407	77.622986	0.22138523	90.54085	-3.1227164	75.09189	2.307379	60.40805	-2.7005353	54.333786	-0.77895916	63.97345	1.7283928	48.446304	-5.130926	54.435318	-5.6986775	42.055054	-3.7948177	33.327866
17	hiphop.00033.wav	2987.6879683477587	835767.673402703	2731.835588400628	189000.4357591851	17.279432685860343	16.681862259874528	0.0545822	0.0034502707	6169.817589393029	2632000.471588808	2.759787310198824	9.531710946978864	0.0074363501530253	0.0083217927379332	0.1528155048076923	0.0077482884683552	0.49971637	0.07838474	0.25968546	0.015896792	0.16703509	0.21406044	0.0030840605	0.1820563835222277	0.0475179918567325	0.12296935	2	-31.762894	2384.6594	59.701424	1162.4231	-2.7449756	599.10657	33.420628	523.9535	13.097368	269.7907	9.410452	157.08292	-1.7237395	189.69316	14.170766	83.077774	3.0802038	95.20631	6.734939	75.15329	1.0862201	78.09852	3.8186073	61.334953	1.6549314	48.348938	1.2265053	40.72164	-1.4983952	56.84846	-0.1391265	45.58385	-1.5426289	41.938385	1.7986809	37.998634	1.5474849	37.889782	-2.3022919	31.552933
18	hiphop.00060.wav	1717.339437575248	345819.8575625939	2052.476466703198	130205.10455566208	18.07788239055525	30.47229075464952	0.007842156	0.00021006231	3685.6916600203017	1404861.3720730008	1.5348921957108617	3.2395085889433464	-0.0302411361810157	0.0124515606939622	0.0538729426479118	0.0021889223878313	0.4396077	0.10337021	0.25578398	0.017907895	-0.10150184	0.18021424	0.0039322376	0.1301948155948309	0.0249470770681542	-0.09565023	2	-153.54395	5123.2036	92.79628	495.61902	-15.8539295	689.90875	57.933193	353.75867	8.580763	266.1292	18.461569	123.10882	13.279114	125.50022	11.165099	88.0035	7.618667	70.12452	12.9682	99.87533	5.6574025	66.09398	7.0170255	55.38219	2.8851962	59.1545	1.6129956	57.501064	0.013288812	51.16548	3.026649	42.285183	-0.23386575	40.174316	-1.3898927	39.210762	-2.3185623	36.259987	-1.3301163	42.522846
19	hiphop.00057.wav	1811.5103203177207	413114.05717306654	2279.639247801251	107842.71871523246	17.390957171077805	28.16925605921708	0.012661104	0.00037458772	3890.790007341213	1755954.2049732462	2.0286964078623884	5.189179686243815	0.026038862887408	0.0039507309831308	0.0514421101604795	0.0014842571583784	0.40067565	0.09688356	0.2589543	0.016276026	-0.18647769	0.2247038	0.004116224	0.1461967959571513	0.0294302493864593	-0.20464079	2	-113.623055	3846.964	87.05368	514.83856	-0.64112407	505.45312	52.261642	175.36678	19.37811	137.02992	19.675209	93.11756	15.385646	84.568726	13.703338	69.03269	6.950014	38.490643	9.077205	52.420696	7.971615	42.203392	4.4166303	57.688595	-0.15431137	64.42377	-0.43441987	58.25451	0.22512798	26.95965	-0.8328568	37.525696	-2.1803095	56.12563	-1.9919996	44.559616	-4.4398932	35.963337	-4.299701	53.095478
20	hiphop.00020.wav	2678.1366853576533	467459.4017690416	2262.492874269033	93265.76490164592	23.33954932893254	91.35371617480068	0.009436449	0.00031084992	5267.091429814385	1045048.1720979984	1.8181159970019944	5.203052073671698	0.0001516217579859	0.0118166327465253	0.1080872667730085	0.0057515089184054	0.49024966	0.08243533	0.22173545	0.034166723	-0.016358156	0.17585227	0.0056667905	0.1460123870750131	0.0302920320856902	-0.02015106	2	-122.26182	4727.6475	50.57139	1042.5221	-27.801025	792.7687	66.5803	484.7203	-6.6053147	295.18234	32.071156	162.51518	-8.241498	244.5466	22.45073	128.85704	-6.943716	153.7187	21.067606	119.8133	-6.17652	123.051476	13.646001	94.901184	-3.0987208	137.7469	8.706402	94.43026	-2.9165342	99.20185	3.6900392	109.21062	0.28579843	175.72551	12.886933	181.6081	14.645563	202.43317	15.361668	225.66493
21	hiphop.00031.wav	3084.823803835227	554994.9404115384	2970.6179556585494	103306.6442884708	17.242478887366474	16.905667619281203	0.066755846	0.0043312567	6779.025674825852	2160805.0688468404	2.659609325695784	8.433590984403478	-0.0032651888408094	0.002743496308984	0.1364436193885448	0.0064580019405503	0.4798458	0.08207583	0.27134082	0.009707489	-0.06227526	0.21307458	0.0035854105	0.1837816722066799	0.0458481393879539	-0.04887058	2	-25.108788	1381.5844	60.825592	532.1105	-4.1871734	367.40656	14.84839	382.26895	6.795023	124.48539	6.098334	134.23605	15.451296	127.995766	3.784735	147.98552	5.6598086	92.65815	10.247507	74.253746	0.8633308	72.35854	4.1838894	68.001785	0.9262049	63.53252	3.2527385	68.34941	0.21559034	55.676373	2.6983185	54.269707	0.7047307	63.101013	0.89628994	52.377106	0.3617592	47.205715	-0.0064075105	57.017918
22	hiphop.00087.wav	2473.246186853674	510679.8359144901	2499.7054920097867	61635.80485614656	19.172377818671976	90.01087152924958	0.015356082	0.00042852527	5509.702182424594	1123911.6603337408	0.9650404606672364	1.3749467507891997	-0.0073347977540854	0.0028177171053693	0.0877750688805104	0.0055622279288812	0.5838064	0.07147071	0.27462402	0.007914981	-0.01865171	0.10802322	0.0027401147	0.1263746706903084	0.0343388850351461	-0.019845862	2	-168.2848	2836.7905	70.928505	273.67792	-3.0489557	398.55478	54.81575	123.75283	-12.119344	162.41519	30.501707	131.41911	-1.5368695	169.10396	28.82944	92.758026	-8.936954	110.69379	18.75314	51.240005	-6.6041923	80.86845	14.595448	40.25411	-3.5817895	48.529747	14.184685	28.617577	-3.972787	49.115837	6.924735	28.596844	-4.175952	37.567043	5.8652477	25.851082	-1.5169772	54.080482	1.2829199	32.925964
23	hiphop.00038.wav	2208.6579201189925	739227.6984009838	2215.0354836433503	592718.0626860096	17.43216707160336	18.26732823744639	0.11177745	0.07574416	4416.680186878552	3318002.57932004	3.5873608846821594	21.85941473653875	0.0095573282927309	0.0066745508278751	0.097384366122159	0.002633858763564	0.39835158	0.09513824	0.25328752	0.019178772	0.0	0.2698501	0.019041779	0.1272291224504804	0.0276783210819912	0.0	2	-61.835876	19978.018	72.13108	1043.6129	-16.305073	746.02765	27.443157	583.0322	5.2088065	276.9879	1.4985305	286.4888	3.9459925	134.53253	8.3317	157.48825	-2.1303647	138.0192	5.837354	95.7779	0.046645932	109.527985	-0.4366466	86.929855	-0.78647804	74.57513	-1.6246753	71.73658	-0.07416289	53.774372	3.236944	51.95615	0.6892557	50.366287	1.0858523	47.058617	-1.1185856	49.249813	-3.270194	62.16305
24	hiphop.00047.wav	3235.5558089828182	1284765.3614018778	3272.050585779482	150883.7027615087	17.663615089644612	34.346008081775004	0.054295033	0.005900513	7337.784528621664	2667307.4809740004	2.197863477467882	8.439914252990299	0.00891330074078	0.0040599373475547	0.1092975849526295	0.0092289819330307	0.4494163	0.09492505	0.26311496	0.0141038615	0.038412288	0.24700375	0.014613781	0.1400393103204171	0.0287964424974109	0.015724981	2	-76.705734	3625.7544	52.78695	745.2529	34.63606	525.3496	26.197575	297.6742	16.664793	254.79118	11.354165	183.4064	5.861285	130.28787	6.9141855	143.42482	3.6776621	113.16109	-0.95861554	102.4954	3.8744404	91.0495	4.487364	76.65217	0.6391593	73.431526	5.4336534	66.45901	4.1947055	54.665844	0.81152654	51.390606	1.6309175	46.375145	0.6936763	37.71315	-2.8054793	32.428127	-3.4080603	42.047993
25	hiphop.00061.wav	1811.681664900212	325494.8631310655	2201.1816505751526	118229.49830202572	19.0109909738306	23.99900415849693	0.011341668	0.00046389282	3806.439138177929	1524126.773825701	1.6863411406823725	3.841824893577933	0.0024015272445821	0.0032041488652613	0.0673042645494973	0.0014795726966101	0.47355226	0.078844346	0.27485445	0.0077883718	-0.060625285	0.1555688	0.0032084535	0.1490521863462798	0.0313724619520688	-0.026986156	2	-127.280014	3161.5774	95.79218	503.97565	-12.782046	550.71783	37.926857	343.70444	20.56561	358.78445	23.20185	156.83646	8.269457	126.942924	9.6126375	81.688126	8.668725	97.60002	5.510033	91.22215	6.6769104	80.42628	4.0242624	66.40763	1.7337765	54.984406	0.7089212	52.58818	-0.43177143	54.86307	2.2407367	47.975567	-1.6001177	43.227707	-1.2176809	61.37563	-2.2143807	74.5154	-0.7449836	49.419605
26	hiphop.00037.wav	3785.438539826745	1735144.5402570984	2835.096618004144	298714.5887112439	17.50937183782126	21.777540098949576	0.11839275	0.015338348	7074.1874001242895	4044434.245656144	1.670445583568979	5.872468592504426	0.0004175243112347	0.0026890649792043	0.2142260002367424	0.0146953411530309	0.4091633	0.09800512	0.2624248	0.0144665595	3.7690935e-17	0.15857546	0.016957963	0.1384067541211722	0.0300556551647001	-8.850808e-13	2	-95.94046	6769.8887	30.268175	1899.384	2.6401823	1324.7909	12.595183	498.3478	-11.173503	446.2111	-2.2091284	427.19083	-3.686765	259.34915	-7.669313	158.14064	-5.387625	147.69618	-0.7307738	101.112595	-4.0471606	94.72215	-3.0586388	82.8679	-4.9752517	85.405075	-3.2091753	77.461426	-4.2563944	89.93426	-2.6788945	82.86651	-3.5295167	94.96572	-0.41617733	84.74133	-2.9791667	164.17642	2.3001385	149.56842
27	hiphop.00006.wav	2858.1926149591104	965720.9134231068	2639.930294726421	163443.38541702222	19.516205142316423	98.08763992163982	0.026965983	0.0016093327	6048.0988752537705	2252824.2225695704	3.0150019801468417	15.25483340335761	-0.0008920047488863	0.0022136242604237	0.1281702405984145	0.0093421676375014	0.46427453	0.08911075	0.26769954	0.011670299	0.5158641	0.27054507	0.016059298	0.1130485347579335	0.0233960954534823	0.5084175	2	-59.565926	6875.6304	63.92967	1022.021	3.4871747	754.5967	45.23575	432.80676	-1.1528622	391.82727	28.24374	225.10146	-13.17086	211.75526	23.591469	155.13824	-6.623231	148.09875	16.47062	118.80795	-7.2728996	102.87432	14.477062	108.33264	-5.8007746	97.77084	8.173893	67.947655	-6.858704	70.307	6.7351756	49.281208	-4.4826007	64.75156	0.95316166	53.573387	-7.1244917	68.96228	-1.2569646	45.489243
28	hiphop.00092.wav	2330.136830337981	277138.7823463683	2664.101041153429	69977.76041172491	20.88359409247168	89.87709841306007	0.0072812745	5.49696e-05	5836.389018543358	1158541.7508190242	1.2374883892344202	1.8308930906534635	0.0061901838703963	0.0032005745544743	0.0725922787364655	0.0015329120379262	0.47790587	0.08197616	0.2609669	0.015229605	0.0047529438	0.1225821	0.0015875181	0.1667801550077206	0.038176631641881	0.015788544	2	-145.03775	1918.2847	84.07012	280.62625	10.8738365	446.1367	43.602345	185.99567	6.2924957	355.65363	36.12595	118.62298	-14.64767	131.68825	26.805588	111.78677	-10.327142	78.41056	24.690153	76.69374	-8.718044	66.05807	18.786041	55.73084	-4.3923764	95.50275	9.876547	66.61022	-8.126447	52.363556	8.813145	51.04108	-7.8783293	49.335583	2.8717957	67.26273	-4.3435817	51.71159	-1.1205763	51.408306
